payment_id,customer_id,amount,failure_reason,attempt_number,successful_payment_count,failed_payment_count,customer_ltv,subscription_age,payment_method,days_since_last_success,previous_recovery_rate,recovered
pay_000051,C8555,2999,INSUFFICIENT_FUNDS,1,21,2,62979.0,22,netbanking,17,0.97,1
pay_000052,C4073,499,INSUFFICIENT_FUNDS,2,2,1,998.0,1,card,59,0.69,0
pay_000053,C2021,1999,GATEWAY_ERROR,1,17,0,33983.0,15,card,14,1.0,0
pay_000054,C4843,1999,INSUFFICIENT_FUNDS,1,16,2,31984.0,21,upi,172,0.95,0
pay_000055,C8989,2999,INSUFFICIENT_FUNDS,2,0,1,0.0,2,card,19,0.84,0
pay_000056,C7873,499,EXPIRED_CARD,3,2,0,998.0,3,upi,38,1.0,0
pay_000057,C6675,1999,MANDATE_FAILURE,2,16,0,31984.0,13,nach_mandate,58,1.0,0
pay_000058,C1161,1999,BANK_DECLINE,1,5,0,9995.0,5,card,30,1.0,1
pay_000059,C5297,499,EXPIRED_CARD,4,6,2,2994.0,8,card,35,0.6,0
pay_000060,C1995,999,INSUFFICIENT_FUNDS,2,15,0,14985.0,22,nach_mandate,8,1.0,1
pay_000061,C8629,499,GATEWAY_ERROR,1,1,1,499.0,2,netbanking,26,0.8,1
pay_000062,C2016,24999,BANK_DECLINE,3,15,1,374985.0,12,card,2,0.43,0
pay_000063,C8869,24999,EXPIRED_CARD,1,38,0,949962.0,35,card,1,1.0,1
pay_000064,C7439,999,INSUFFICIENT_FUNDS,2,0,0,0.0,1,upi,17,1.0,1
pay_000065,C8892,2999,INSUFFICIENT_FUNDS,2,2,0,5998.0,1,upi,3,1.0,1
pay_000066,C7863,2999,BANK_DECLINE,1,6,1,17994.0,10,card,24,0.7,1
pay_000067,C8916,4999,INSUFFICIENT_FUNDS,1,31,1,154969.0,39,card,22,0.9,1
pay_000068,C9529,499,EXPIRED_CARD,2,4,0,1996.0,3,netbanking,14,1.0,0
pay_000069,C1878,1999,INSUFFICIENT_FUNDS,3,5,0,9995.0,5,upi,8,1.0,0
pay_000070,C5887,499,EXPIRED_CARD,1,1,1,499.0,2,upi,18,0.52,1
pay_000071,C5859,1999,INSUFFICIENT_FUNDS,1,5,0,9995.0,6,nach_mandate,12,1.0,1
pay_000072,C7331,4999,INSUFFICIENT_FUNDS,1,1,0,4999.0,1,card,33,1.0,0
pay_000073,C9571,499,BANK_DECLINE,1,4,0,1996.0,6,nach_mandate,10,1.0,1
pay_000074,C9684,1999,BANK_DECLINE,1,10,0,19990.0,10,upi,13,1.0,0
pay_000075,C8208,999,INSUFFICIENT_FUNDS,2,29,0,28971.0,45,upi,10,1.0,1
pay_000076,C6276,499,EXPIRED_CARD,1,22,0,10978.0,21,upi,11,1.0,0
pay_000077,C3062,499,INSUFFICIENT_FUNDS,2,10,1,4990.0,21,card,77,0.63,1
pay_000078,C1064,999,INSUFFICIENT_FUNDS,1,6,0,5994.0,4,card,8,1.0,1
pay_000079,C9006,2999,INSUFFICIENT_FUNDS,2,2,1,5998.0,2,upi,2,0.45,1
pay_000080,C3568,1999,BANK_DECLINE,2,9,0,17991.0,12,netbanking,4,1.0,1
pay_000081,C6463,499,INSUFFICIENT_FUNDS,2,5,2,2495.0,9,netbanking,6,0.66,1
pay_000082,C3027,499,GATEWAY_ERROR,1,8,0,3992.0,9,nach_mandate,15,1.0,1
pay_000083,C3695,4999,MANDATE_FAILURE,1,0,1,0.0,2,card,39,0.76,0
pay_000084,C6258,1999,INSUFFICIENT_FUNDS,2,11,0,21989.0,9,upi,23,1.0,1
pay_000085,C6618,499,INSUFFICIENT_FUNDS,3,3,0,1497.0,2,upi,34,1.0,1
pay_000086,C7736,1999,EXPIRED_CARD,1,7,1,13993.0,7,upi,71,0.73,1
pay_000087,C1391,499,INSUFFICIENT_FUNDS,1,0,1,0.0,1,netbanking,48,0.7,1
pay_000088,C6892,4999,INSUFFICIENT_FUNDS,2,23,0,114977.0,24,card,116,1.0,0
pay_000089,C4561,499,INSUFFICIENT_FUNDS,1,0,1,0.0,1,upi,83,0.9,1
pay_000090,C7184,499,INSUFFICIENT_FUNDS,3,31,0,15469.0,34,nach_mandate,42,1.0,0
pay_000091,C4099,1999,EXPIRED_CARD,2,11,4,21989.0,24,upi,3,0.82,1
pay_000092,C7278,2999,BANK_DECLINE,1,14,1,41986.0,17,card,49,0.88,0
pay_000093,C9392,999,MANDATE_FAILURE,1,44,0,43956.0,49,card,16,1.0,1
pay_000094,C4104,999,GATEWAY_ERROR,1,2,0,1998.0,1,upi,70,1.0,1
pay_000095,C8215,999,BANK_DECLINE,1,12,1,11988.0,13,upi,39,0.75,1
pay_000096,C3454,2999,UNKNOWN,1,19,0,56981.0,23,upi,23,1.0,1
pay_000097,C9996,999,INSUFFICIENT_FUNDS,2,2,0,1998.0,2,upi,1,1.0,1
pay_000098,C3731,499,EXPIRED_CARD,1,11,1,5489.0,11,card,7,0.46,1
pay_000099,C9154,999,INSUFFICIENT_FUNDS,2,5,1,4995.0,7,upi,16,0.65,1
pay_000100,C6056,9999,MANDATE_FAILURE,1,8,0,79992.0,7,nach_mandate,7,1.0,1
pay_000101,C9110,999,EXPIRED_CARD,3,31,0,30969.0,30,netbanking,10,1.0,0
pay_000102,C4840,1999,INSUFFICIENT_FUNDS,2,13,0,25987.0,10,upi,50,1.0,1
pay_000103,C2028,2999,INSUFFICIENT_FUNDS,1,3,0,8997.0,2,card,4,1.0,1
pay_000104,C8385,1999,BANK_DECLINE,4,31,0,61969.0,34,upi,5,1.0,1
pay_000105,C1502,1999,EXPIRED_CARD,1,5,0,9995.0,3,upi,12,1.0,1
pay_000106,C7910,4999,EXPIRED_CARD,1,23,1,114977.0,27,card,3,0.38,1
pay_000107,C7938,999,EXPIRED_CARD,2,38,0,37962.0,43,upi,30,1.0,1
pay_000108,C5488,499,INSUFFICIENT_FUNDS,1,22,0,10978.0,26,card,44,1.0,1
pay_000109,C1206,499,BANK_DECLINE,2,12,0,5988.0,14,card,62,1.0,0
pay_000110,C6134,2999,INSUFFICIENT_FUNDS,3,15,0,44985.0,17,card,7,1.0,1
pay_000111,C6977,1999,INSUFFICIENT_FUNDS,1,9,0,17991.0,15,card,34,1.0,0
pay_000112,C8721,1999,BANK_DECLINE,1,6,1,11994.0,8,card,14,0.85,0
pay_000113,C8035,4999,INSUFFICIENT_FUNDS,4,1,0,4999.0,4,card,13,1.0,0
pay_000114,C2484,1999,EXPIRED_CARD,4,5,0,9995.0,5,card,16,1.0,0
pay_000115,C8858,499,INSUFFICIENT_FUNDS,1,18,0,8982.0,16,card,17,1.0,1
pay_000116,C1863,999,GATEWAY_ERROR,1,14,0,13986.0,12,upi,15,1.0,1
pay_000117,C3790,499,EXPIRED_CARD,2,12,0,5988.0,11,upi,19,1.0,0
pay_000118,C8408,1999,EXPIRED_CARD,2,23,1,45977.0,13,nach_mandate,34,0.29,0
pay_000119,C9755,499,INSUFFICIENT_FUNDS,1,14,1,6986.0,18,card,13,0.87,1
pay_000120,C6116,1999,BANK_DECLINE,1,18,0,35982.0,17,card,41,1.0,1
pay_000121,C7019,4999,INSUFFICIENT_FUNDS,1,4,0,19996.0,2,upi,120,1.0,1
pay_000122,C2757,499,INSUFFICIENT_FUNDS,3,7,0,3493.0,6,card,7,1.0,1
pay_000123,C8574,999,INSUFFICIENT_FUNDS,3,7,0,6993.0,4,card,10,1.0,1
pay_000124,C7374,1999,INSUFFICIENT_FUNDS,1,12,1,23988.0,10,card,53,0.76,1
pay_000125,C7892,1999,EXPIRED_CARD,1,1,0,1999.0,1,upi,41,1.0,0
pay_000126,C2678,1999,MANDATE_FAILURE,1,18,0,35982.0,18,card,5,1.0,1
pay_000127,C4242,499,INSUFFICIENT_FUNDS,1,2,0,998.0,2,upi,6,1.0,1
pay_000128,C5636,499,BANK_DECLINE,1,8,0,3992.0,4,card,24,1.0,1
pay_000129,C2059,4999,UNKNOWN,1,10,2,49990.0,19,card,4,0.31,1
pay_000130,C7668,2999,GATEWAY_ERROR,1,2,0,5998.0,1,card,27,1.0,1
pay_000131,C4157,9999,INSUFFICIENT_FUNDS,1,12,2,119988.0,13,nach_mandate,8,0.55,1
pay_000132,C6915,999,INSUFFICIENT_FUNDS,1,24,1,23976.0,32,card,40,0.56,1
pay_000133,C3693,999,INSUFFICIENT_FUNDS,2,10,1,9990.0,12,upi,5,0.76,1
pay_000134,C4627,999,EXPIRED_CARD,2,13,1,12987.0,15,card,29,0.82,1
pay_000135,C6450,999,UNKNOWN,1,13,0,12987.0,19,netbanking,54,1.0,1
pay_000136,C2663,2999,BANK_DECLINE,1,2,2,5998.0,4,upi,1,0.73,1
pay_000137,C6592,499,INSUFFICIENT_FUNDS,1,9,0,4491.0,11,card,70,1.0,1
pay_000138,C8392,499,INSUFFICIENT_FUNDS,3,6,0,2994.0,5,nach_mandate,6,1.0,1
pay_000139,C2306,2999,BANK_DECLINE,4,9,0,26991.0,4,card,74,1.0,0
pay_000140,C7776,1999,MANDATE_FAILURE,1,2,1,3998.0,3,card,83,0.89,1
pay_000141,C6864,2999,INSUFFICIENT_FUNDS,1,9,0,26991.0,11,card,22,1.0,0
pay_000142,C8526,2999,MANDATE_FAILURE,1,11,0,32989.0,19,upi,21,1.0,0
pay_000143,C9901,999,INSUFFICIENT_FUNDS,4,19,0,18981.0,26,card,54,1.0,0
pay_000144,C6575,499,EXPIRED_CARD,1,3,0,1497.0,7,nach_mandate,5,1.0,0
pay_000145,C6530,1999,INSUFFICIENT_FUNDS,1,3,1,5997.0,6,upi,31,0.25,1
pay_000146,C5413,4999,MANDATE_FAILURE,1,15,0,74985.0,14,card,5,1.0,1
pay_000147,C4748,499,INSUFFICIENT_FUNDS,3,14,2,6986.0,19,nach_mandate,11,0.61,1
pay_000148,C1663,999,INSUFFICIENT_FUNDS,2,3,0,2997.0,4,card,1,1.0,0
pay_000149,C2998,999,UNKNOWN,1,4,2,3996.0,5,card,34,0.67,1
pay_000150,C8994,999,INSUFFICIENT_FUNDS,1,6,0,5994.0,10,card,6,1.0,1
pay_000151,C2495,499,EXPIRED_CARD,3,4,1,1996.0,8,nach_mandate,4,0.79,1
pay_000152,C4304,999,MANDATE_FAILURE,1,21,0,20979.0,15,upi,13,1.0,0
pay_000153,C4763,999,INSUFFICIENT_FUNDS,1,9,0,8991.0,9,upi,35,1.0,1
pay_000154,C6232,499,BANK_DECLINE,1,1,3,499.0,2,nach_mandate,15,0.82,1
pay_000155,C2853,999,EXPIRED_CARD,1,1,0,999.0,3,netbanking,6,1.0,0
pay_000156,C7585,499,INSUFFICIENT_FUNDS,1,32,0,15968.0,28,upi,6,1.0,1
pay_000157,C2291,499,BANK_DECLINE,1,5,1,2495.0,4,netbanking,13,0.88,1
pay_000158,C4581,9999,EXPIRED_CARD,1,2,0,19998.0,1,card,16,1.0,0
pay_000159,C8554,1999,MANDATE_FAILURE,1,12,1,23988.0,16,netbanking,1,0.37,1
pay_000160,C8280,999,INSUFFICIENT_FUNDS,1,12,0,11988.0,14,upi,4,1.0,1
pay_000161,C2636,999,EXPIRED_CARD,1,7,2,6993.0,11,upi,13,0.6,0
pay_000162,C4696,999,INSUFFICIENT_FUNDS,1,7,1,6993.0,9,card,6,0.7,1
pay_000163,C1698,1999,INSUFFICIENT_FUNDS,1,31,0,61969.0,42,nach_mandate,61,1.0,1
pay_000164,C5737,499,INSUFFICIENT_FUNDS,1,3,0,1497.0,2,upi,8,1.0,1
pay_000165,C1854,499,BANK_DECLINE,2,12,0,5988.0,9,card,5,1.0,0
pay_000166,C9164,9999,BANK_DECLINE,1,11,0,109989.0,10,card,17,1.0,1
pay_000167,C6855,499,INSUFFICIENT_FUNDS,1,1,0,499.0,1,card,16,1.0,0
pay_000168,C8392,499,EXPIRED_CARD,2,7,2,3493.0,7,upi,7,0.6,1
pay_000169,C7528,999,INSUFFICIENT_FUNDS,2,24,0,23976.0,19,card,19,1.0,1
pay_000170,C6249,999,INSUFFICIENT_FUNDS,1,12,0,11988.0,8,card,49,1.0,0
pay_000171,C6172,999,MANDATE_FAILURE,1,31,1,30969.0,25,card,2,0.57,1
pay_000172,C2707,9999,BANK_DECLINE,1,8,0,79992.0,13,nach_mandate,5,1.0,1
pay_000173,C6791,499,INSUFFICIENT_FUNDS,1,15,0,7485.0,18,card,30,1.0,0
pay_000174,C6535,999,INSUFFICIENT_FUNDS,1,13,1,12987.0,20,card,14,0.73,1
pay_000175,C5931,2999,INSUFFICIENT_FUNDS,1,14,0,41986.0,15,upi,89,1.0,1
pay_000176,C4510,499,INSUFFICIENT_FUNDS,2,19,0,9481.0,17,card,28,1.0,1
pay_000177,C1202,1999,INSUFFICIENT_FUNDS,1,11,0,21989.0,15,upi,2,1.0,1
pay_000178,C5218,999,EXPIRED_CARD,1,9,0,8991.0,10,nach_mandate,9,1.0,1
pay_000179,C9958,1999,INSUFFICIENT_FUNDS,1,15,1,29985.0,11,card,36,0.46,1
pay_000180,C5389,999,INSUFFICIENT_FUNDS,3,2,0,1998.0,3,upi,35,1.0,0
pay_000181,C3327,999,MANDATE_FAILURE,1,22,0,21978.0,22,card,57,1.0,1
pay_000182,C9004,999,GATEWAY_ERROR,1,7,1,6993.0,5,card,36,0.78,1
pay_000183,C3931,499,INSUFFICIENT_FUNDS,2,12,0,5988.0,10,card,61,1.0,1
pay_000184,C8777,999,INSUFFICIENT_FUNDS,4,3,1,2997.0,4,upi,13,0.68,1
pay_000185,C1197,2999,GATEWAY_ERROR,1,17,0,50983.0,15,upi,134,1.0,1
pay_000186,C8125,4999,BANK_DECLINE,1,39,0,194961.0,45,card,11,1.0,1
pay_000187,C2930,1999,EXPIRED_CARD,1,20,0,39980.0,20,card,27,1.0,1
pay_000188,C7287,2999,INSUFFICIENT_FUNDS,1,13,1,38987.0,12,upi,9,0.87,1
pay_000189,C9800,999,INSUFFICIENT_FUNDS,3,14,1,13986.0,11,card,1,0.75,1
pay_000190,C5282,499,INSUFFICIENT_FUNDS,2,1,1,499.0,9,card,81,0.63,0
pay_000191,C3511,1999,INSUFFICIENT_FUNDS,2,2,0,3998.0,3,card,23,1.0,1
pay_000192,C1659,1999,INSUFFICIENT_FUNDS,1,3,0,5997.0,6,upi,3,1.0,1
pay_000193,C3811,499,INSUFFICIENT_FUNDS,2,10,0,4990.0,7,card,7,1.0,1
pay_000194,C8098,999,BANK_DECLINE,1,27,1,26973.0,35,card,58,0.28,1
pay_000195,C7546,4999,INSUFFICIENT_FUNDS,3,5,0,24995.0,7,card,3,1.0,1
pay_000196,C2986,9999,MANDATE_FAILURE,2,10,1,99990.0,11,netbanking,19,0.84,1
pay_000197,C9338,999,INSUFFICIENT_FUNDS,3,32,0,31968.0,31,upi,7,1.0,1
pay_000198,C3911,1999,GATEWAY_ERROR,2,8,0,15992.0,9,upi,14,1.0,1
pay_000199,C2734,499,GATEWAY_ERROR,3,1,0,499.0,4,card,7,1.0,0
pay_000200,C2843,999,EXPIRED_CARD,1,4,2,3996.0,6,card,79,0.49,1
pay_000201,C9680,1999,INSUFFICIENT_FUNDS,1,12,0,23988.0,6,upi,24,1.0,1
pay_000202,C3976,1999,UNKNOWN,2,12,1,23988.0,16,card,107,0.77,0
pay_000203,C2959,1999,MANDATE_FAILURE,1,7,0,13993.0,5,upi,3,1.0,1
pay_000204,C6759,1999,BANK_DECLINE,1,16,0,31984.0,16,netbanking,5,1.0,1
pay_000205,C7694,999,BANK_DECLINE,2,33,0,32967.0,27,upi,37,1.0,1
pay_000206,C3385,4999,GATEWAY_ERROR,3,8,1,39992.0,5,upi,2,0.91,1
pay_000207,C5736,999,GATEWAY_ERROR,1,0,1,0.0,2,card,1,0.71,0
pay_000208,C2802,4999,GATEWAY_ERROR,2,13,0,64987.0,13,netbanking,6,1.0,1
pay_000209,C9155,499,GATEWAY_ERROR,2,7,1,3493.0,6,upi,60,0.91,1
pay_000210,C9120,2999,GATEWAY_ERROR,2,9,1,26991.0,10,card,12,0.86,1
pay_000211,C7616,999,INSUFFICIENT_FUNDS,1,12,1,11988.0,13,card,1,0.79,1
pay_000212,C6534,1999,EXPIRED_CARD,2,9,1,17991.0,7,upi,73,0.75,0
pay_000213,C5061,499,GATEWAY_ERROR,1,43,0,21457.0,32,card,34,1.0,1
pay_000214,C1262,499,INSUFFICIENT_FUNDS,1,9,1,4491.0,7,card,53,0.61,0
pay_000215,C7287,499,EXPIRED_CARD,1,7,1,3493.0,5,upi,34,0.51,0
pay_000216,C9815,999,GATEWAY_ERROR,1,26,1,25974.0,27,netbanking,11,0.73,0
pay_000217,C3049,999,INSUFFICIENT_FUNDS,1,1,0,999.0,2,card,6,1.0,1
pay_000218,C6423,999,GATEWAY_ERROR,2,0,1,0.0,2,upi,4,0.25,0
pay_000219,C5548,999,INSUFFICIENT_FUNDS,2,35,0,34965.0,33,card,5,1.0,0
pay_000220,C4108,999,BANK_DECLINE,4,4,1,3996.0,3,upi,5,0.97,0
pay_000221,C8158,4999,EXPIRED_CARD,2,3,0,14997.0,2,card,13,1.0,1
pay_000222,C8400,1999,EXPIRED_CARD,1,11,1,21989.0,10,upi,21,0.77,1
pay_000223,C4170,999,EXPIRED_CARD,1,1,1,999.0,1,netbanking,19,0.74,0
pay_000224,C3255,999,MANDATE_FAILURE,1,5,0,4995.0,12,nach_mandate,9,1.0,1
pay_000225,C2154,2999,BANK_DECLINE,4,3,1,8997.0,8,upi,50,0.39,1
pay_000226,C5499,999,INSUFFICIENT_FUNDS,2,11,0,10989.0,13,upi,7,1.0,1
pay_000227,C7295,999,INSUFFICIENT_FUNDS,2,4,0,3996.0,5,card,6,1.0,1
pay_000228,C7197,999,BANK_DECLINE,1,20,0,19980.0,29,card,33,1.0,1
pay_000229,C2648,999,EXPIRED_CARD,4,5,2,4995.0,4,upi,8,0.74,0
pay_000230,C6539,999,GATEWAY_ERROR,4,16,0,15984.0,13,upi,24,1.0,0
pay_000231,C5199,1999,EXPIRED_CARD,1,33,1,65967.0,35,upi,22,0.67,0
pay_000232,C9445,999,INSUFFICIENT_FUNDS,1,5,0,4995.0,7,card,15,1.0,1
pay_000233,C3557,499,GATEWAY_ERROR,3,1,0,499.0,3,card,6,1.0,0
pay_000234,C6592,1999,INSUFFICIENT_FUNDS,1,1,1,1999.0,1,netbanking,10,0.69,1
pay_000235,C1098,2999,INSUFFICIENT_FUNDS,2,30,0,89970.0,40,card,25,1.0,1
pay_000236,C3200,499,INSUFFICIENT_FUNDS,1,20,1,9980.0,18,card,40,0.73,1
pay_000237,C3961,1999,GATEWAY_ERROR,1,22,1,43978.0,31,card,19,0.81,1
pay_000238,C5973,4999,UNKNOWN,1,12,0,59988.0,15,nach_mandate,55,1.0,1
pay_000239,C5433,499,BANK_DECLINE,1,4,0,1996.0,6,netbanking,23,1.0,1
pay_000240,C3869,4999,BANK_DECLINE,2,1,1,4999.0,2,upi,1,0.63,0
pay_000241,C1956,499,EXPIRED_CARD,2,36,1,17964.0,32,card,61,0.55,1
pay_000242,C9352,24999,EXPIRED_CARD,1,11,0,274989.0,9,card,26,1.0,0
pay_000243,C6699,999,BANK_DECLINE,1,2,0,1998.0,7,card,9,1.0,1
pay_000244,C7944,1999,INSUFFICIENT_FUNDS,2,8,0,15992.0,11,card,6,1.0,1
pay_000245,C5493,499,INSUFFICIENT_FUNDS,1,3,2,1497.0,2,card,10,0.81,1
pay_000246,C5911,499,EXPIRED_CARD,3,4,0,1996.0,5,upi,1,1.0,0
pay_000247,C4987,9999,INSUFFICIENT_FUNDS,1,15,2,149985.0,13,netbanking,25,0.78,1
pay_000248,C7015,9999,INSUFFICIENT_FUNDS,1,1,1,9999.0,2,upi,2,0.75,0
pay_000249,C2218,999,MANDATE_FAILURE,2,0,0,0.0,2,card,89,1.0,0
pay_000250,C5496,999,GATEWAY_ERROR,1,10,0,9990.0,9,upi,1,1.0,1
pay_000251,C5735,499,INSUFFICIENT_FUNDS,2,21,1,10479.0,12,card,48,0.75,1
pay_000252,C5555,9999,BANK_DECLINE,3,4,0,39996.0,3,nach_mandate,40,1.0,0
pay_000253,C9050,4999,INSUFFICIENT_FUNDS,2,0,0,0.0,1,upi,21,1.0,1
pay_000254,C4446,499,MANDATE_FAILURE,2,34,0,16966.0,39,card,1,1.0,1
pay_000255,C2045,999,EXPIRED_CARD,3,0,0,0.0,1,card,180,1.0,0
pay_000256,C7893,9999,INSUFFICIENT_FUNDS,1,0,0,0.0,1,card,115,1.0,1
pay_000257,C2693,499,EXPIRED_CARD,1,4,0,1996.0,5,card,18,1.0,0
pay_000258,C4436,4999,INSUFFICIENT_FUNDS,3,2,0,9998.0,4,netbanking,34,1.0,0
pay_000259,C9754,499,MANDATE_FAILURE,1,6,0,2994.0,11,upi,42,1.0,0
pay_000260,C6895,499,INSUFFICIENT_FUNDS,1,22,0,10978.0,27,upi,24,1.0,1
pay_000261,C4354,499,EXPIRED_CARD,1,10,2,4990.0,8,card,11,0.71,0
pay_000262,C1225,1999,BANK_DECLINE,1,11,0,21989.0,18,card,14,1.0,1
pay_000263,C5893,499,EXPIRED_CARD,1,30,2,14970.0,29,card,5,0.91,1
pay_000264,C8022,499,INSUFFICIENT_FUNDS,1,1,1,499.0,3,upi,85,0.48,0
pay_000265,C6600,2999,GATEWAY_ERROR,1,8,0,23992.0,9,card,30,1.0,1
pay_000266,C8996,1999,INSUFFICIENT_FUNDS,1,12,0,23988.0,13,card,84,1.0,1
pay_000267,C8683,4999,INSUFFICIENT_FUNDS,1,5,0,24995.0,5,nach_mandate,44,1.0,1
pay_000268,C5642,1999,INSUFFICIENT_FUNDS,1,13,0,25987.0,17,upi,14,1.0,1
pay_000269,C8679,499,INSUFFICIENT_FUNDS,1,19,0,9481.0,15,upi,17,1.0,0
pay_000270,C9208,499,INSUFFICIENT_FUNDS,2,10,1,4990.0,7,card,95,0.63,1
pay_000271,C8339,2999,MANDATE_FAILURE,3,3,0,8997.0,2,card,10,1.0,1
pay_000272,C3205,4999,INSUFFICIENT_FUNDS,2,1,1,4999.0,1,netbanking,10,0.6,1
pay_000273,C2069,2999,GATEWAY_ERROR,3,7,0,20993.0,6,card,35,1.0,0
pay_000274,C4444,999,BANK_DECLINE,1,2,0,1998.0,2,card,31,1.0,1
pay_000275,C2060,1999,INSUFFICIENT_FUNDS,2,20,0,39980.0,19,card,61,1.0,0
pay_000276,C3327,499,INSUFFICIENT_FUNDS,1,1,0,499.0,5,card,79,1.0,1
pay_000277,C4420,1999,BANK_DECLINE,2,6,0,11994.0,14,card,68,1.0,1
pay_000278,C1301,499,MANDATE_FAILURE,1,11,1,5489.0,6,netbanking,11,0.8,1
